browser,os, os_version, device_mode,utm_campaign,utm_medium,utm_source
Safari,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),WellnessWorld_EC_performance,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 11, Asus TUF Gaming A15,[''],TechTrove_SR_broad,organic,search
Edge,Windows, Windows 11, Dell XPS 15,[''],HealthHub_PN_buying,paid_search,google_ads_shopping
Safari (in-app),iOS, iOS 14.3, iPhone 12 Pro,BeautyBoulevard_PG_buying,paid_social,meta_ads_awareness
Opera,Android, Android 12, Samsung Galaxy Z Fold 3,[''],BeautyBlitz_SA_performance,paid_social,meta_ads_awareness
Safari (in-app),Android, Android 10, Samsung Galaxy Note 10,LuxuryLounge_NL_broad,paid_social,youtube_ads
Samsung Internet,Android, Android 12, Google Pixel 4,VintageVista_NU_performance,paid_display,meta_ads_display
Chrome,macOS, macOS Monterey, iMac Pro (2021),[''],SportsSensation_BL_broad,paid_social,pinterest_ads
Edge,Android, Android 11, Samsung Galaxy Tab S7,UrbanUniverse_MS_broad,organic,search
Safari,Windows, Windows 10, Asus ROG Zephyrus G14,SportsMania_BR_broad,paid_search,google_ads_brand
Safari (in-app),Windows, Windows 11, Asus TUF Gaming A15,[''],FoodFusion_AI_performance,paid_display,meta_ads_display
Chrome,Android, Android 8, Samsung Galaxy Note 8,MusicMystique_MF_broad,paid_social,youtube_ads
Safari (in-app),Android, Android 12, Samsung Galaxy A52,AutoAvenue_BQ_broad,paid_search,google_ads_shopping
Safari (in-app),Windows, Windows 10, Dell Latitude 7410,HomeDecorSale_CN_buying,paid_social,meta_ads_awareness
Firefox,Android, Android 7, Samsung Galaxy J5,WellnessWave_AW_performance,paid_social,youtube_ads
Samsung Internet,Android, Android 7, Samsung Galaxy J5,FoodFiesta_GG_buying,direct,direct
Firefox,Windows, Windows 10, Dell Inspiron 15 3000,LuxuryLobby_TK_buying,paid_social,pinterest_ads
Opera,macOS, macOS Catalina, MacBook Pro (15-inch 2019),TravelTrove_DG_performance,direct,direct
Firefox,iOS, iOS 14.1, iPhone 11,MusicMystique_KN_buying,paid_search,google_ads_shopping
Edge,Windows, Windows 10, Lenovo ThinkPad P1,GadgetGalore_RU_broad,organic,search
Safari,macOS, macOS Catalina," MacBook Pro 13""",ArtAtrium_NU_buying,paid_social,x_ads
Safari,macOS, macOS Catalina, MacBook Pro (13-inch 2019),AdventureAtlas_NR_buying,paid_retargeting,google_ads_retargeting
Firefox,Windows, Windows 11, Lenovo IdeaPad Flex 5,HomeHaven_TO_performance,organic,search
Safari,Android, Android 11, Samsung Galaxy A51,PetParade_AX_broad,direct,direct
Safari,Windows, Windows 10, Asus VivoBook Flip 14,GardenGala_EH_performance,organic,search
Opera,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,PetParty_AG_performance,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 10, Samsung Galaxy S10e,VintageVoyage_BB_broad,paid_social,pinterest_ads
Safari (in-app),Windows, Windows 11, Lenovo ThinkPad T14s,[''],KidsKarnival_PA_performance,paid_social,pinterest_ads
Safari (in-app),macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],AutoAlcove_AS_buying,paid_retargeting,meta_ads_retargeting
Safari,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,VintageVista_NU_performance,paid_social,pinterest_ads
Samsung Internet,Android, Android 12, Samsung Galaxy Z Fold 3,[''],TravelTrove_PY_buying,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 7, Samsung Galaxy S7,JewelryJunction_AQ_buying,paid_social,youtube_ads
Samsung Internet,Android, Android 8, Samsung Galaxy S8,BeautyBlast_MF_performance,direct,direct
Opera,Android, Android 12, Google Pixel 4,AutoAvenue_BQ_broad,paid_search,google_ads_shopping
Safari,iOS, iOS 14.1, iPhone 11,JewelryJunction_HT_broad,paid_search,google_ads_shopping
Edge,macOS, macOS Catalina, MacBook Pro (15-inch 2019),GardenGala_IE_performance,paid_display,google_ads_display
Samsung Internet,Windows, Windows 11, Asus ZenBook Flip 13,UrbanUtopia_GU_performance,paid_display,google_ads_display
Firefox,Android, Android 10, OnePlus 8,AdventureArena_CH_buying,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 11, Asus VivoBook S15,GardenGrove_CK_broad,paid_social,x_ads
Opera,Android, Android 9, Samsung Galaxy A30,BeautyBoulevard_NR_broad,paid_social,pinterest_ads
Safari (in-app),iOS, iOS 14.5, iPhone SE (2nd),TravelFiesta_IN_performance,direct,direct
Safari (in-app),Windows, Windows 10, Asus ROG Zephyrus G14,HealthHaven_SV_broad,paid_display,google_ads_display
Safari (in-app),Windows, Windows 11, Lenovo ThinkPad T14s,[''],BeautyBlast_MF_performance,paid_social,meta_ads_shopping
Chrome,macOS, macOS Catalina, MacBook Pro (13-inch 2019),JewelryJunction_HT_broad,organic,search
Safari,Android, Android 10, Samsung Galaxy Note 10,AdventureArena_CH_buying,paid_social,pinterest_ads
Chrome,Android, Android 8, Samsung Galaxy J7,BeautyBlitz_SA_performance,paid_social,meta_ads_shopping
Opera,Windows, Windows 10, Lenovo Yoga C940,HomeHaven_GP_performance,direct,direct
Edge,Android, Android 7, Samsung Galaxy S7,GadgetGrove_NF_performance,paid_retargeting,meta_ads_retargeting
Firefox,macOS, macOS Catalina, iMac (21.5-inch 2019),GardenGrove_LC_buying,paid_retargeting,meta_ads_retargeting
Firefox,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),NatureNook_MP_broad,organic,search
Safari (in-app),Android, Android 9, Samsung Galaxy S9,FashionFiesta_FM_broad,paid_display,meta_ads_display
Firefox,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),PetParade_FI_broad,direct,direct
Opera,Android, Android 6, Moto G4,PetParty_VC_performance,paid_search,google_ads_shopping
Opera,Windows, Windows 11, Asus VivoBook S15,GourmetGrove_SL_broad,organic,search
Opera,Android, Android 9, Samsung Galaxy S9,ToyTreasure_GD_buying,paid_display,google_ads_display
Safari,Windows, Windows 10, Lenovo Legion Y540,PetParty_AG_performance,direct,direct
Safari,iOS, iOS 14.1, iPhone 11,ToyTreasure_CK_broad,paid_social,meta_ads_shopping
Opera,Android, Android 11, Samsung Galaxy Tab S7,CraftCarnival_PL_performance,paid_social,youtube_ads
Safari,iOS, iOS 14.7, iPad Air 4th Gen,SummerFest_UK_performance,paid_search,google_ads_shopping
Edge,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,TravelTreasures_SB_buying,paid_display,meta_ads_display
Edge,Android, Android 11, Samsung Galaxy S20,GadgetGrove_RE_broad,paid_social,pinterest_ads
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),BeautyBlast_DO_performance,paid_display,google_ads_display
Chrome,Windows, Windows 11, Dell Precision 7550,ToyTreasure_CP_performance,paid_search,google_ads_brand
Samsung Internet,Android, Android 7, HTC U11,JewelryJunction_KN_broad,paid_search,google_ads_brand
Safari,macOS, macOS Catalina, MacBook Pro (13-inch 2019),SummerFest_UK_performance,paid_social,meta_ads_shopping
Safari (in-app),macOS, macOS Big Sur, MacBook Air,ArtAuction_BE_broad,paid_social,pinterest_ads
Samsung Internet,macOS, macOS Monterey, iMac Pro (2021),[''],GardenGala_IE_performance,paid_search,google_ads_shopping
Chrome,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,GadgetGrove_RE_broad,paid_retargeting,meta_ads_retargeting
Opera,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),TravelTrove_PY_buying,paid_search,google_ads_brand
Samsung Internet,Android, Android 12, Samsung Galaxy S21,[''],TechTrove_SR_broad,paid_display,google_ads_display
Chrome,Android, Android 7, HTC U11,VintageVault_TF_buying,direct,direct
Firefox,Windows, Windows 11, Lenovo IdeaPad 3,CraftCarnival_TT_buying,direct,direct
Firefox,macOS, macOS Catalina, MacBook Pro (16-inch 2019),BeautyBoulevard_NR_broad,paid_display,meta_ads_display
Firefox,Android, Android 11, Samsung Galaxy Note 20 Ultra,AutumnDeals_JP_buying,paid_display,google_ads_display
Safari,Android, Android 9, Samsung Galaxy S9+,LuxuryLobby_HT_performance,organic,search
Chrome,Android, Android 9, Samsung Galaxy S9,CraftCraze_BZ_buying,paid_social,meta_ads_awareness
Samsung Internet,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],HealthHive_WS_performance,organic,search
Safari,Windows, Windows 11, Dell Inspiron 13 7000,KidsKarnival_GF_broad,paid_display,meta_ads_display
Edge,macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],BeautyBoulevard_NR_broad,paid_search,google_ads_brand
Safari (in-app),macOS, macOS Catalina," MacBook Pro 13""",TechTrends_UY_buying,paid_social,pinterest_ads
Chrome,Windows, Windows 11, Dell Precision 7550,AdventureAtlas_CX_broad,paid_social,pinterest_ads
Safari,iOS, iOS 13.7, iPhone X,JewelryJunction_SH_performance,paid_search,google_ads_brand
Safari (in-app),Android, Android 12, Samsung Galaxy A52,VintageVista_NU_performance,paid_social,linkedin_ads
Edge,Windows, Windows 10, Asus ROG Strix Scar 15,SportsSensation_GF_performance,direct,direct
Firefox,Windows, Windows 10, Dell Inspiron 15 3000,AdventureArchipelago_BL_buying,paid_social,youtube_ads
Edge,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],ArtAuction_BE_broad,paid_social,meta_ads_awareness
Safari,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),MusicMajesty_KI_broad,paid_social,meta_ads_shopping
Chrome,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],UrbanUniverse_NI_broad,paid_retargeting,meta_ads_retargeting
Opera,macOS, macOS Catalina, MacBook Pro (16-inch 2019),ArtAtrium_BM_buying,paid_search,google_ads_brand
Samsung Internet,Windows, Windows 10, Surface Pro 7,ArtAuction_BV_broad,paid_display,google_ads_display
Firefox,macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],ArtAlchemy_VC_performance,direct,direct
Chrome,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),AdventureArchipelago_BL_buying,paid_retargeting,google_ads_retargeting
Safari,Android, Android 11, Samsung Galaxy Tab S7,SportsSpectacle_PA_broad,paid_social,meta_ads_shopping
Samsung Internet,Windows, Windows 10, Lenovo Legion Y540,ToyTreasure_CK_broad,paid_social,linkedin_ads
Firefox,Windows, Windows 11, Asus VivoBook 14,HomeHarmony_BM_broad,direct,direct
Opera,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,TravelTreasures_CL_performance,paid_social,linkedin_ads
Chrome,Android, Android 7, Samsung Galaxy J5,FitnessFrenzy_ZA_buying,paid_social,x_ads
Safari,Android, Android 9, Samsung Galaxy S9,FoodFusion_AG_broad,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,CraftCraze_BZ_buying,paid_social,linkedin_ads
Opera,Android, Android 12, OnePlus 9 Pro,FoodFiesta_MX_buying,paid_retargeting,google_ads_retargeting
Safari,macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),ArtAtrium_BM_buying,paid_social,meta_ads_awareness
Safari,Windows, Windows 10, Dell Inspiron 15 3000,WellnessWave_PW_buying,paid_social,meta_ads_awareness
Chrome,Windows, Windows 11, Dell Alienware m15 R4,[''],ArtAtrium_NU_buying,paid_social,youtube_ads
Firefox,Android, Android 11, OnePlus 9,SportsSpectacle_IO_buying,paid_social,meta_ads_awareness
Opera,Android, Android 12, Samsung Galaxy S21,[''],GardenGrove_BS_buying,direct,direct
Opera,Android, Android 11, Samsung Galaxy Tab S7,HealthHub_PN_buying,paid_social,youtube_ads
Safari,Android, Android 9, Samsung Galaxy A30,AdventureArena_CH_buying,paid_retargeting,google_ads_retargeting
Safari,Android, Android 12, Samsung Galaxy S21,[''],KidsKingdom_NC_performance,paid_social,youtube_ads
Edge,Android, Android 11, Samsung Galaxy Tab S7,GadgetGrove_AI_buying,paid_display,google_ads_display
Samsung Internet,Android, Android 7, Samsung Galaxy J5,UrbanUtopia_EA_buying,paid_display,google_ads_display
Chrome,iOS, iOS 13.7, iPhone X,KidsKingdom_VI_buying,organic,search
Safari (in-app),Android, Android 10, Samsung Galaxy A50,SummerFest_UK_performance,paid_search,google_ads_brand
Samsung Internet,iOS, iOS 14.2, iPhone 12,ToyTreasure_CP_performance,direct,direct
Chrome,Windows, Windows 11, Dell Inspiron 13 7000,SportsMania_BR_broad,paid_social,linkedin_ads
Chrome,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),MusicMajesty_KI_broad,paid_display,google_ads_display
Chrome,Android, Android 8, Samsung Galaxy J7,SportsSpectacle_IO_buying,paid_display,meta_ads_display
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),MusicMajesty_HM_performance,paid_search,google_ads_shopping
Opera,Android, Android 11, Samsung Galaxy S20,GardenGrove_LC_buying,paid_social,meta_ads_shopping
Opera,Windows, Windows 10, Dell Vostro 15 7500,ArtAlchemy_VC_performance,paid_search,google_ads_brand
Firefox,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],TravelTreasures_CL_performance,paid_social,youtube_ads
Samsung Internet,Android, Android 11, Samsung Galaxy Z Flip,GourmetGala_MH_performance,paid_search,google_ads_brand
Safari (in-app),Windows, Windows 10, Surface Pro 7,JewelryJunction_TK_performance,paid_social,meta_ads_shopping
Edge,macOS, macOS Monterey, iMac Pro (2021),[''],ToyTemple_FK_broad,paid_social,pinterest_ads
Opera,Windows, Windows 10, Lenovo Yoga C940,GadgetGrove_AI_buying,paid_social,youtube_ads
Firefox,Windows, Windows 11, Dell Inspiron 13 7000,HealthHive_WS_performance,paid_display,meta_ads_display
Samsung Internet,Android, Android 11, Google Pixel 5,MusicMystique_KN_buying,organic,search
Samsung Internet,macOS, macOS Catalina, iMac (21.5-inch 2019),HolidaySpecials_DE_broad,paid_social,linkedin_ads
Firefox,iOS, iOS 14.4, iPhone 12 Mini,JewelryJunction_AQ_buying,paid_retargeting,google_ads_retargeting
Safari (in-app),Windows, Windows 8.1, Lenovo Yoga 920,FashionFestival_GY_buying,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 10, OnePlus 8,TechTrove_VU_broad,paid_social,meta_ads_awareness
Safari,Windows, Windows 10, Asus ROG Strix Scar 15,BeautyBoulevard_PG_buying,organic,search
Samsung Internet,Windows, Windows 11, Lenovo ThinkPad T14s,[''],NatureNiche_KY_buying,direct,direct
Safari,macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],ToyTreasure_CK_broad,direct,direct
Firefox,Android, Android 9, Samsung Galaxy S9,VintageVault_PT_buying,paid_social,pinterest_ads
Edge,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),KidsKarnival_GF_broad,paid_display,google_ads_display
Edge,Windows, Windows 11, Asus ZenBook Flip 13,GadgetGrove_AI_buying,paid_social,youtube_ads
Edge,Android, Android 11, Samsung Galaxy Z Flip,AdventureArena_CH_buying,paid_social,meta_ads_shopping
Firefox,iOS, iOS 15.0, iPhone 13,WellnessWave_PW_buying,paid_social,meta_ads_awareness
Chrome,iOS, iOS 13.7, iPhone X,HomeHaven_GP_performance,paid_search,google_ads_shopping
Safari,Windows, Windows 11, Asus ZenBook Flip 13,JewelryJunction_SH_performance,paid_search,google_ads_brand
Chrome,Windows, Windows 10, Asus VivoBook Flip 14,ToyTreasure_CP_performance,paid_social,pinterest_ads
Samsung Internet,Android, Android 10, Samsung Galaxy A70,FoodFiesta_MX_buying,direct,direct
Firefox,Android, Android 11, Samsung Galaxy S20,ArtAtrium_BM_buying,paid_retargeting,google_ads_retargeting
Safari (in-app),macOS, macOS Catalina," MacBook Pro 13""",KidsKingdom_AR_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),Windows, Windows 11, Asus VivoBook S15,GourmetGala_PE_buying,paid_social,meta_ads_awareness
Safari (in-app),macOS, macOS High Sierra," MacBook Pro 15""",GourmetGrove_SL_broad,paid_social,youtube_ads
Samsung Internet,Android, Android 11, Samsung Galaxy Note 20 Ultra,ToyTreasure_CK_broad,paid_social,linkedin_ads
Safari (in-app),iOS, iOS 14.5, iPhone SE (2nd),FashionFiesta_FM_broad,paid_search,google_ads_shopping
Opera,macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),SportsMania_BR_broad,paid_display,meta_ads_display
Safari (in-app),Android, Android 7, Samsung Galaxy S7 Edge,FoodFiesta_MX_buying,paid_search,google_ads_shopping
Edge,Android, Android 10, Samsung Galaxy S10e,AdventureAtlas_JM_performance,paid_social,pinterest_ads
Safari,Windows, Windows 10, Dell XPS 13,JewelryJunction_SH_performance,paid_social,x_ads
Edge,Android, Android 9, Samsung Galaxy S9,TechTrove_VU_broad,organic,search
Safari (in-app),macOS, macOS Big Sur, iMac (2020),VintageVault_TF_buying,organic,search
Edge,iOS, iOS 14.1, iPhone 11,GardenGrove_CK_broad,paid_search,google_ads_shopping
Safari,Android, Android 8, Samsung Galaxy S8,GourmetGala_MH_performance,paid_social,x_ads
Opera,Android, Android 11, OnePlus 9,JewelryJunction_TK_performance,paid_display,meta_ads_display
Edge,Windows, Windows 10, Dell G5 15,AdventureArchipelago_BL_buying,paid_search,google_ads_brand
Firefox,macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),AutoAlcove_AS_buying,paid_social,linkedin_ads
Safari (in-app),iOS, iOS 14.6, iPad Pro 12.9,AdventureAtlas_JM_performance,paid_social,meta_ads_awareness
Firefox,Windows, Windows 11, Dell Inspiron 14 5000,GadgetGrove_NF_performance,paid_social,meta_ads_shopping
Edge,macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],GadgetGalore_RU_broad,paid_social,pinterest_ads
Firefox,Windows, Windows 11, Lenovo IdeaPad Flex 5,KidsKingdom_VI_buying,paid_social,x_ads
Opera,Android, Android 11, Samsung Galaxy Z Flip,JewelryJunction_KN_broad,organic,search
Chrome,Android, Android 7, HTC U11,GardenGrove_CK_broad,paid_search,google_ads_brand
Firefox,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],VintageVista_NU_performance,paid_social,meta_ads_shopping
Edge,Windows, Windows 10, Lenovo Legion Y540,ToyTemple_FK_broad,paid_display,meta_ads_display
Safari (in-app),Windows, Windows 10, Dell Inspiron 15 3000,AutoAvenue_BQ_broad,paid_display,google_ads_display
Edge,Windows, Windows 10, Dell Vostro 15 7500,ToyTemple_DM_buying,organic,search
Chrome,Windows, Windows 10, Asus VivoBook Flip 14,GourmetGala_PE_buying,paid_social,youtube_ads
Safari (in-app),macOS, macOS Monterey, iMac (24-inch M1 2021),BeautyBoulevard_NR_broad,paid_search,google_ads_brand
Edge,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,MusicMajesty_BB_buying,paid_search,google_ads_brand
Safari (in-app),macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),GardenGala_EH_performance,paid_social,linkedin_ads
Edge,macOS, macOS Catalina, iMac (27-inch 2019),JewelryJubilee_DK_buying,paid_display,google_ads_display
Samsung Internet,Windows, Windows 10, Dell Vostro 15 7500,LuxuryLounge_YT_broad,paid_display,meta_ads_display
Chrome,macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],ToyTreasure_GD_buying,paid_social,pinterest_ads
Firefox,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),FoodFusion_AI_performance,paid_retargeting,meta_ads_retargeting
Safari (in-app),iOS, iOS 14.1, iPhone 11,HomeHaven_TO_performance,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 11, Samsung Galaxy Tab S7,AutoAvenue_CZ_broad,paid_search,google_ads_brand
Firefox,macOS, macOS Catalina, MacBook Pro (16-inch 2019),GadgetGrove_RE_broad,paid_social,pinterest_ads
Safari,macOS, macOS Monterey, iMac Pro (2021),[''],WellnessWave_PW_buying,paid_social,linkedin_ads
Opera,macOS, macOS Catalina," MacBook Pro 13""",GourmetGrove_BO_broad,paid_display,google_ads_display
Safari,Android, Android 7, HTC U11,HealthHub_HU_buying,paid_display,google_ads_display
Edge,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),VintageVoyage_DM_broad,paid_social,meta_ads_awareness
Samsung Internet,Windows, Windows 11, Dell XPS 15,[''],MusicMajesty_KI_broad,organic,search
Safari,Windows, Windows 11, Asus ZenBook Flip 13,FoodFestival_LC_broad,paid_search,google_ads_brand
Opera,Windows, Windows 11, Lenovo IdeaPad 3,FashionFiesta_FM_broad,paid_search,google_ads_brand
Opera,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],HealthHive_WS_performance,paid_search,google_ads_shopping
Opera,Windows, Windows 10, Dell XPS 13,PetParty_VC_performance,paid_search,google_ads_shopping
Safari,Android, Android 10, Samsung Galaxy Z Fold 2,ArtAuction_BV_broad,paid_search,google_ads_brand
Chrome,iOS, iOS 14.7, iPad Air 4th Gen,UrbanUtopia_EA_buying,paid_search,google_ads_shopping
Edge,Windows, Windows 11, Lenovo IdeaPad 3,BackToSchool_AU_buying,paid_social,x_ads
Chrome,Windows, Windows 10, Dell Vostro 15 7500,TravelFiesta_IN_performance,paid_social,meta_ads_shopping
Safari,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),LuxuryLounge_NL_broad,paid_social,meta_ads_awareness
Firefox,Android, Android 11, Samsung Galaxy S20,AutumnDeals_JP_buying,paid_retargeting,google_ads_retargeting
Chrome,macOS, macOS Monterey," MacBook Pro 16""",TechTrends_UY_buying,paid_social,linkedin_ads
Chrome,Android, Android 10, Samsung Galaxy S10e,SportsSensation_BL_broad,organic,search
Opera,Android, Android 9, Samsung Galaxy Note 9,BeautyBlast_DO_performance,paid_social,meta_ads_awareness
Firefox,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),BeautyBlast_MF_performance,paid_social,youtube_ads
Firefox,Android, Android 6, Moto G4,NatureNiche_KY_buying,direct,direct
Chrome,Windows, Windows 10, Asus ZenBook 13,SportsSensation_GF_performance,paid_search,google_ads_shopping
Safari,Android, Android 11, Samsung Galaxy A71,BeautyBoulevard_MQ_buying,paid_social,linkedin_ads
Edge,Android, Android 9, Samsung Galaxy S9,HomeHaven_TO_performance,paid_retargeting,meta_ads_retargeting
Opera,Android, Android 11, Samsung Galaxy Z Flip,GadgetGrove_RE_broad,paid_social,linkedin_ads
Opera,Android, Android 12, OnePlus 9 Pro,FashionWeek_IT_performance,paid_retargeting,meta_ads_retargeting
Edge,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,FoodFestival_LC_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),Windows, Windows 10, Asus ROG Zephyrus G14,CraftCarnival_TV_broad,paid_social,pinterest_ads
Safari (in-app),Windows, Windows 10, Lenovo Yoga C940,SportsSensation_BL_broad,paid_search,google_ads_shopping
Safari (in-app),Windows, Windows 11, Dell Inspiron 13 7000,FashionFestival_BW_buying,paid_search,google_ads_shopping
Firefox,Android, Android 7, HTC U11,LuxuryLounge_NL_broad,direct,direct
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],AutoAlcove_AS_buying,paid_retargeting,meta_ads_retargeting
Safari (in-app),macOS, macOS Catalina, MacBook Pro (16-inch 2019),TechTemple_UM_performance,paid_social,youtube_ads
Samsung Internet,Windows, Windows 8.1, Lenovo Yoga 920,AdventureAtlas_NR_buying,paid_social,x_ads
Opera,Windows, Windows 11, Asus ROG Flow X13,ArtAuction_BV_broad,paid_social,x_ads
Firefox,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),SportsSpectacle_PA_broad,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],HealthHive_WS_performance,paid_search,google_ads_shopping
Edge,Android, Android 8, Samsung Galaxy S8+,GardenGrove_BS_buying,paid_social,meta_ads_shopping
Safari,Android, Android 10, Samsung Galaxy S10e,HealthHaven_SV_broad,paid_display,meta_ads_display
Firefox,Windows, Windows 8.1, Lenovo Yoga 920,ToyTreasure_GD_buying,paid_social,youtube_ads
Firefox,macOS, macOS Monterey, iMac (24-inch M1 2021),AutoAlley_GT_performance,paid_social,pinterest_ads
Safari,Windows, Windows 11, Asus VivoBook 14,GardenGrove_BS_buying,paid_display,meta_ads_display
Safari (in-app),Android, Android 9, Samsung Galaxy S9,WellnessWorld_EC_performance,direct,direct
Firefox,macOS, macOS Catalina, iMac (21.5-inch 2019),AutoAlcove_AS_buying,paid_social,x_ads
Firefox,macOS, macOS Catalina," MacBook Pro 13""",UrbanUtopia_GU_performance,paid_social,x_ads
Firefox,iOS, iOS 14.2, iPhone 12,TechTrends_PM_buying,paid_social,x_ads
Firefox,Android, Android 10, Samsung Galaxy Z Fold 2,FashionFiesta_FM_broad,paid_social,x_ads
Samsung Internet,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],WellnessWave_CO_broad,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),CraftCarnival_TV_broad,direct,direct
Firefox,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),LuxuryLounge_NL_broad,paid_social,meta_ads_awareness
Firefox,macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],JewelryJunction_HT_broad,paid_search,google_ads_shopping
Firefox,macOS, macOS Catalina, MacBook Pro (15-inch 2019),PetParade_AX_broad,paid_display,meta_ads_display
Samsung Internet,Android, Android 11, Samsung Galaxy A51,LuxuryLounge_YT_broad,paid_search,google_ads_brand
Edge,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],MovieMania_AT_broad,paid_social,meta_ads_awareness
Edge,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),TravelTreasures_SB_buying,paid_search,google_ads_brand
Chrome,Windows, Windows 10, Dell Inspiron 15 3000,TravelTreasures_SB_buying,paid_display,meta_ads_display
Chrome,Android, Android 12, Samsung Galaxy S21,[''],ArtAlchemy_VC_performance,paid_social,meta_ads_awareness
Firefox,iOS, iOS 14.4, iPhone 12 Mini,SportsMania_BR_broad,paid_search,google_ads_brand
Samsung Internet,iOS, iOS 15.0, iPhone 13,GardenGrove_LC_buying,paid_retargeting,meta_ads_retargeting
Safari,Windows, Windows 11, Dell Inspiron 13 7000,HomeHaven_TO_performance,paid_social,youtube_ads
Safari,Windows, Windows 11, Lenovo ThinkPad T14s,[''],FashionFestival_GP_performance,paid_retargeting,meta_ads_retargeting
Firefox,Android, Android 7, Samsung Galaxy S7 Edge,GadgetGrove_NF_performance,paid_search,google_ads_shopping
Samsung Internet,iOS, iOS 14.5, iPhone SE (2nd),HealthHub_PN_buying,paid_retargeting,google_ads_retargeting
Safari (in-app),Windows, Windows 11, Dell Alienware m15 R4,[''],TechTrove_SR_broad,paid_retargeting,meta_ads_retargeting
