browser,os, os_version, device_mode,utm_campaign,utm_medium,utm_source
Firefox,iOS, iOS 14.1, iPhone 11,EcoExhibit_GR_performance,paid_retargeting,meta_ads_retargeting
Opera,Android, Android 9, Samsung Galaxy A30,CraftCarnival_TV_broad,paid_social,linkedin_ads
Firefox,Windows, Windows 10, Lenovo Yoga C940,NatureNiche_KY_buying,paid_display,meta_ads_display
Samsung Internet,Windows, Windows 10, Asus ZenBook 13,GourmetGrove_BO_broad,organic,search
Chrome,Android, Android 7, Samsung Galaxy S7 Edge,CraftCraze_BZ_buying,paid_retargeting,meta_ads_retargeting
Samsung Internet,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,LuxuryLobby_TK_buying,paid_social,meta_ads_awareness
Firefox,Windows, Windows 11, Dell Precision 7550,SportsSensation_GF_performance,paid_display,google_ads_display
Safari,Android, Android 8, Samsung Galaxy J7,JewelryJunction_KN_broad,paid_social,meta_ads_shopping
Opera,Android, Android 9, Samsung Galaxy A30,PetParty_AG_performance,paid_display,google_ads_display
Edge,Android, Android 7, Samsung Galaxy J5,ArtAuction_BE_broad,paid_retargeting,google_ads_retargeting
Firefox,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),FashionFiesta_FM_broad,organic,search
Firefox,macOS, macOS Monterey, iMac (24-inch M1 2021),LuxuryLounge_YT_broad,paid_social,pinterest_ads
Opera,Android, Android 10, Samsung Galaxy A70,GardenGala_IE_performance,paid_social,linkedin_ads
Safari,Android, Android 6, Moto G4,GardenGala_EH_performance,paid_social,linkedin_ads
Firefox,Windows, Windows 10, Dell XPS 13,AutoAvenue_CZ_broad,paid_social,x_ads
Samsung Internet,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),ArtAtrium_NU_buying,paid_social,pinterest_ads
Opera,Windows, Windows 10, Dell XPS 13,JewelryJunction_SH_performance,direct,direct
Safari,Android, Android 6, Moto G4,TravelTreasures_SB_buying,paid_retargeting,google_ads_retargeting
Safari (in-app),Android, Android 8, Samsung Galaxy Note 8,VintageVoyage_BB_broad,organic,search
Safari (in-app),Windows, Windows 11, Lenovo ThinkPad T14s,[''],PetPalace_PM_buying,paid_social,x_ads
Firefox,Windows, Windows 11, Dell XPS 15,[''],JewelryJunction_SH_performance,paid_social,youtube_ads
Samsung Internet,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],GardenGrove_BS_buying,paid_retargeting,meta_ads_retargeting
Firefox,Android, Android 9, Samsung Galaxy S9+,AdventureAtlas_CX_broad,organic,search
Opera,Windows, Windows 11, Lenovo ThinkPad T14s,[''],JewelryJunction_TK_performance,organic,search
Firefox,macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),AdventureAtlas_NR_buying,paid_retargeting,meta_ads_retargeting
Safari (in-app),Android, Android 8, Samsung Galaxy S8+,WellnessWave_PW_buying,paid_display,google_ads_display
Firefox,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),BackToSchool_AU_buying,paid_retargeting,google_ads_retargeting
Edge,macOS, macOS Catalina, MacBook Pro (13-inch 2019),FashionFestival_GP_performance,paid_display,meta_ads_display
Firefox,Android, Android 9, Samsung Galaxy Note 9,PetParty_VC_performance,paid_social,x_ads
Safari (in-app),Windows, Windows 10, Dell Vostro 15 7500,CraftCraze_BZ_buying,paid_social,x_ads
Firefox,macOS, macOS Catalina, iMac Pro (2019),CraftCraze_BZ_buying,paid_display,meta_ads_display
Firefox,Windows, Windows 10, Lenovo ThinkPad P1,MusicMela_NZ_performance,paid_retargeting,meta_ads_retargeting
Edge,Android, Android 8, Samsung Galaxy J7,AutoAvenue_CZ_broad,direct,direct
Opera,Windows, Windows 11, Dell Precision 7550,TravelTrove_DG_performance,paid_social,meta_ads_shopping
Edge,macOS, macOS Monterey, MacBook Pro (14-inch 2021),WellnessWave_CO_broad,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],FashionWeek_IT_performance,paid_search,google_ads_shopping
Chrome,Android, Android 10, Samsung Galaxy A70,BeautyBlitz_SA_performance,direct,direct
Opera,Android, Android 12, Samsung Galaxy Z Fold 3,[''],GadgetGrove_WS_broad,direct,direct
Safari,Android, Android 10, Samsung Galaxy A50,KidsKarnival_PA_performance,paid_retargeting,meta_ads_retargeting
Firefox,Android, Android 7, HTC U11,JewelryJunction_AQ_buying,paid_social,youtube_ads
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),HealthHaven_SV_broad,paid_display,meta_ads_display
Firefox,Windows, Windows 10, Lenovo Legion Y540,GardenGrove_LC_buying,direct,direct
Samsung Internet,Android, Android 11, Samsung Galaxy Z Flip,KidsKarnival_PA_performance,paid_retargeting,google_ads_retargeting
Firefox,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),AutoAvenue_CZ_broad,paid_display,meta_ads_display
Samsung Internet,Windows, Windows 10, Dell Vostro 15 7500,SummerFest_UK_performance,paid_display,meta_ads_display
Opera,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],HomeHarmony_TT_broad,paid_retargeting,google_ads_retargeting
Safari,Windows, Windows 11, Lenovo ThinkPad T14s,[''],NatureNest_IC_performance,paid_display,google_ads_display
Safari,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),CraftCraze_GS_performance,organic,search
Opera,macOS, macOS Monterey," MacBook Pro 16""",NatureNiche_HN_buying,paid_retargeting,meta_ads_retargeting
Edge,Windows, Windows 10, Dell XPS 13,BeautyBlast_MF_performance,paid_display,google_ads_display
Opera,Windows, Windows 10, Asus ZenBook Duo,LuxuryLounge_NL_broad,paid_social,youtube_ads
Opera,macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),JewelryJunction_TK_performance,paid_social,linkedin_ads
Safari,Windows, Windows 11, Dell Alienware m15 R4,[''],SportsMania_BR_broad,paid_search,google_ads_shopping
Firefox,macOS, macOS Catalina," MacBook Pro 13""",EcoExhibit_GR_performance,paid_display,meta_ads_display
Samsung Internet,Windows, Windows 11, Dell Inspiron 14 5000,SummerFest_UK_performance,organic,search
Firefox,iOS, iOS 14.4, iPhone 12 Mini,GardenGala_IE_performance,paid_search,google_ads_shopping
Edge,Android, Android 9, Samsung Galaxy S9,JewelryJunction_HT_broad,paid_search,google_ads_brand
Firefox,macOS, macOS Catalina, iMac (21.5-inch 2019),KidsKingdom_AR_broad,paid_social,x_ads
Firefox,Windows, Windows 11, Dell Alienware m15 R4,[''],VintageVault_TF_buying,paid_retargeting,meta_ads_retargeting
Samsung Internet,Android, Android 10, Samsung Galaxy A70,FoodFusion_AI_performance,paid_social,pinterest_ads
Firefox,Android, Android 11, Samsung Galaxy S20,KidsKingdom_NC_performance,paid_retargeting,meta_ads_retargeting
Safari,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),AutoAvenue_BQ_broad,direct,direct
Samsung Internet,Windows, Windows 11, Dell Alienware m15 R4,[''],NatureNest_IL_performance,paid_search,google_ads_brand
Firefox,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),ArtAlchemy_BS_performance,paid_social,pinterest_ads
Firefox,Android, Android 8, Samsung Galaxy J7,HomeHaven_TO_performance,paid_search,google_ads_brand
Safari (in-app),macOS, macOS Monterey, iMac Pro (2021),[''],JewelryJunction_AQ_buying,paid_social,youtube_ads
Edge,Android, Android 11, Samsung Galaxy S20,HealthHub_HU_buying,paid_retargeting,google_ads_retargeting
Safari,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),FoodFusion_AI_performance,paid_social,meta_ads_shopping
Safari (in-app),Android, Android 10, Samsung Galaxy Z Fold 2,BeautyBlast_MF_performance,paid_retargeting,google_ads_retargeting
Opera,Android, Android 10, Samsung Galaxy Z Fold 2,BeautyBoulevard_NR_broad,paid_social,youtube_ads
Opera,macOS, macOS Monterey, iMac Pro (2021),[''],TravelTreasures_PR_broad,direct,direct
Edge,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),FoodFusion_AG_broad,paid_retargeting,meta_ads_retargeting
Safari,Android, Android 10, Samsung Galaxy S10e,AdventureAtlas_CX_broad,paid_retargeting,meta_ads_retargeting
Safari,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),VintageVault_TF_buying,organic,search
Chrome,Android, Android 11, Samsung Galaxy Z Flip,AdventureAtlas_NR_buying,paid_display,meta_ads_display
Edge,Android, Android 10, Samsung Galaxy A50,FashionFestival_GY_buying,paid_display,meta_ads_display
Samsung Internet,Android, Android 11, Samsung Galaxy S20 Ultra,GardenGala_EH_performance,paid_social,meta_ads_shopping
Chrome,Android, Android 8, LG G7 ThinQ,GadgetGrove_WS_broad,direct,direct
Firefox,Android, Android 10, Samsung Galaxy Note 10,AutoAlley_GT_performance,paid_display,google_ads_display
Samsung Internet,Windows, Windows 11, Dell Inspiron 13 7000,NatureNest_IC_performance,paid_social,linkedin_ads
Safari (in-app),Windows, Windows 10, Dell Vostro 15 7500,AdventureAtlas_NR_buying,paid_social,youtube_ads
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),HealthHaven_SV_broad,direct,direct
Safari,Android, Android 9, Samsung Galaxy S9,ToyTreasure_GD_buying,paid_social,x_ads
Samsung Internet,Android, Android 7, Samsung Galaxy J5,SpringSale_US_broad,paid_social,meta_ads_awareness
Edge,macOS, macOS Big Sur, iMac (27-inch 2020),TravelTreasures_PR_broad,paid_display,google_ads_display
Chrome,Android, Android 6, Moto G4,FashionWeek_IT_performance,paid_retargeting,google_ads_retargeting
Safari,macOS, macOS Catalina, iMac (27-inch 2019),PetParade_FI_broad,paid_social,youtube_ads
Firefox,macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],ToyTreasure_GD_buying,paid_search,google_ads_shopping
Firefox,iOS, iOS 14.4, iPhone 12 Mini,GourmetGrove_SL_broad,paid_social,x_ads
Firefox,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,GadgetGrove_WS_broad,paid_social,meta_ads_awareness
Samsung Internet,Windows, Windows 11, Asus ZenBook Flip 13,FoodFestival_TV_performance,paid_social,meta_ads_shopping
Edge,Windows, Windows 10, Asus ROG Strix Scar 15,JewelryJunction_SH_performance,paid_social,meta_ads_shopping
Opera,iOS, iOS 14.1, iPhone 11,GourmetGrove_MQ_buying,paid_display,google_ads_display
Firefox,Windows, Windows 10, Lenovo Legion Y540,UrbanUtopia_GU_performance,paid_display,google_ads_display
Firefox,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),KidsKarnival_PA_performance,paid_search,google_ads_shopping
Samsung Internet,Windows, Windows 11, Lenovo ThinkPad T14s,[''],GourmetGala_PE_buying,paid_social,meta_ads_shopping
Firefox,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,MovieMania_AT_broad,paid_social,youtube_ads
Firefox,macOS, macOS Catalina, MacBook Pro (16-inch 2019),MusicMajesty_BB_buying,paid_display,meta_ads_display
Firefox,Windows, Windows 11, Dell Inspiron 14 5000,AdventureArena_CH_buying,paid_social,meta_ads_awareness
Safari (in-app),Android, Android 12, Samsung Galaxy A52,BeautyBlitz_SA_performance,paid_social,youtube_ads
Edge,macOS, macOS Catalina, iMac (21.5-inch 2019),HealthHaven_SV_broad,paid_social,x_ads
Opera,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),BeautyBoulevard_NR_broad,paid_social,meta_ads_shopping
Safari (in-app),Android, Android 11, OnePlus 9,AutumnDeals_JP_buying,paid_display,google_ads_display
Opera,Android, Android 7, Samsung Galaxy S7,GardenGrove_LC_buying,paid_social,youtube_ads
Samsung Internet,Android, Android 8, Samsung Galaxy S8+,GardenGala_EH_performance,paid_display,meta_ads_display
Firefox,iOS, iOS 14.1, iPhone 11,FashionFestival_GY_buying,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 11, Asus VivoBook S15,CraftCraze_BZ_buying,paid_social,meta_ads_shopping
Samsung Internet,iOS, iOS 14.3, iPhone 12 Pro,GourmetGrove_BO_broad,paid_search,google_ads_shopping
Edge,Android, Android 11, Google Pixel 5,BeautyBlast_DO_performance,paid_social,x_ads
Safari (in-app),Windows, Windows 11, Lenovo IdeaPad 3,GadgetGrove_NF_performance,paid_search,google_ads_brand
Opera,Windows, Windows 10, Asus ROG Zephyrus G14,TravelTreasures_SB_buying,paid_retargeting,meta_ads_retargeting
Safari (in-app),iOS, iOS 13.6, iPhone 8,AdventureAtlas_CX_broad,paid_social,youtube_ads
Safari,macOS, macOS Catalina, MacBook Pro (13-inch 2019),CraftCarnival_TV_broad,paid_social,linkedin_ads
Samsung Internet,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),GardenGrove_LC_buying,paid_social,meta_ads_shopping
Safari,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),ToyTreasure_CK_broad,paid_social,linkedin_ads
Samsung Internet,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,CraftCraze_GS_performance,paid_social,meta_ads_shopping
Safari,Android, Android 7, Samsung Galaxy J5,FashionWeek_IT_performance,paid_social,youtube_ads
Opera,macOS, macOS High Sierra," MacBook Pro 15""",BeautyBlast_DO_performance,paid_retargeting,google_ads_retargeting
Samsung Internet,macOS, macOS Catalina," MacBook Pro 13""",SportsSensation_GF_performance,paid_display,google_ads_display
Safari (in-app),Windows, Windows 10, Asus ZenBook Duo,MusicMajesty_BB_buying,paid_search,google_ads_brand
Safari,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),GadgetGrove_AI_buying,paid_social,youtube_ads
Opera,Windows, Windows 11, Asus ZenBook Flip 13,WellnessWorld_EC_performance,paid_social,youtube_ads
Chrome,Windows, Windows 11, Dell Inspiron 14 5000,JewelryJunction_SH_performance,paid_social,meta_ads_shopping
Firefox,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),PetParty_VC_performance,paid_retargeting,meta_ads_retargeting
Opera,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,GardenGala_IE_performance,paid_social,pinterest_ads
Samsung Internet,Windows, Windows 10, Dell XPS 13,ToyTemple_FK_broad,direct,direct
Opera,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),MusicMajesty_HM_performance,paid_retargeting,google_ads_retargeting
Firefox,Windows, Windows 11, Dell XPS 15,[''],PetParade_AX_broad,paid_social,linkedin_ads
Opera,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),HolidaySpecials_DE_broad,paid_search,google_ads_shopping
Edge,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),CraftCarnival_TT_buying,organic,search
Safari,Windows, Windows 10, Dell XPS 13,AdventureAtlas_CX_broad,paid_display,meta_ads_display
Opera,macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],WellnessWave_CO_broad,paid_social,pinterest_ads
Edge,Windows, Windows 10, Lenovo ThinkPad P1,PetPalace_PM_buying,organic,search
Samsung Internet,macOS, macOS Monterey, iMac (24-inch M1 2021),HomeHaven_TO_performance,organic,search
Edge,macOS, macOS Catalina, MacBook Pro (13-inch 2019),NatureNest_IL_performance,paid_display,meta_ads_display
Firefox,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),FashionFestival_BW_buying,paid_social,linkedin_ads
Chrome,Android, Android 11, Samsung Galaxy Z Flip,PetParty_AG_performance,paid_social,youtube_ads
Firefox,Android, Android 11, Google Pixel 5,FoodFestival_LC_broad,direct,direct
Edge,Android, Android 11, Samsung Galaxy S20,TechExpo_FR_broad,paid_search,google_ads_shopping
Samsung Internet,Android, Android 9, Samsung Galaxy S9,VintageVoyage_BB_broad,organic,search
Safari,Android, Android 10, Samsung Galaxy S10,FoodFiesta_GG_buying,paid_search,google_ads_shopping
Safari (in-app),macOS, macOS Monterey, MacBook Pro (14-inch 2021),HomeDecorSale_CN_buying,paid_display,meta_ads_display
Samsung Internet,Android, Android 11, Samsung Galaxy A51,AdventureAtlas_JM_performance,paid_social,pinterest_ads
Samsung Internet,Windows, Windows 11, Asus VivoBook S15,GourmetGala_PE_buying,paid_display,meta_ads_display
Firefox,iOS, iOS 15.0, iPhone 13,FoodFestival_LC_broad,paid_retargeting,google_ads_retargeting
Edge,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),WinterClearance_CA_buying,paid_search,google_ads_brand
Samsung Internet,Android, Android 11, Samsung Galaxy Note 20 Ultra,SpringSale_US_broad,organic,search
Opera,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],MusicMystique_MF_broad,paid_search,google_ads_shopping
Safari (in-app),Android, Android 12, Samsung Galaxy S21,[''],FashionFestival_BW_buying,paid_search,google_ads_shopping
Firefox,macOS, macOS Catalina, MacBook Pro (13-inch 2019),HealthHaven_GD_broad,paid_display,meta_ads_display
Safari,iOS, iOS 14.3, iPhone 12 Pro,NatureNest_IC_performance,paid_social,meta_ads_awareness
Edge,iOS, iOS 14.1, iPhone 11,JewelryJunction_AQ_buying,paid_social,youtube_ads
Edge,Windows, Windows 10, Asus ZenBook 13,FashionFiesta_VE_performance,paid_social,x_ads
Samsung Internet,Windows, Windows 11, Asus VivoBook 14,GadgetGrove_WS_broad,paid_display,meta_ads_display
Safari,Windows, Windows 11, Asus TUF Gaming A15,[''],TechTrove_VU_broad,paid_display,google_ads_display
Edge,macOS, macOS Catalina, iMac (21.5-inch 2019),TechTrove_VU_broad,paid_social,pinterest_ads
Samsung Internet,Android, Android 10, Samsung Galaxy S10,GardenGrove_BS_buying,paid_retargeting,meta_ads_retargeting
Chrome,Windows, Windows 10, Asus ROG Zephyrus G14,GardenGrove_BS_buying,paid_social,pinterest_ads
Firefox,Windows, Windows 10, Asus ZenBook Duo,BeautyBoulevard_NR_broad,paid_social,x_ads
Firefox,macOS, macOS Monterey, MacBook Pro (14-inch 2021),KidsKingdom_NC_performance,paid_search,google_ads_shopping
Safari (in-app),Windows, Windows 10, Asus ROG Zephyrus G14,AutoAlley_GT_performance,paid_retargeting,meta_ads_retargeting
Opera,Windows, Windows 10, Surface Pro 7,WellnessWave_AW_performance,paid_display,google_ads_display
Firefox,macOS, macOS Catalina, MacBook Pro (16-inch 2019),AdventureArena_CH_buying,paid_search,google_ads_shopping
Safari,Android, Android 12, Samsung Galaxy A52,GourmetGrove_MQ_buying,paid_social,x_ads
Firefox,Android, Android 8, Samsung Galaxy J7,GourmetGala_MH_performance,paid_social,linkedin_ads
Firefox,Android, Android 11, Samsung Galaxy Z Flip,WellnessWave_CO_broad,organic,search
Opera,Windows, Windows 10, Asus ROG Strix Scar 15,LuxuryLobby_TK_buying,paid_social,pinterest_ads
Firefox,macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],GadgetGrove_RE_broad,paid_social,meta_ads_shopping
Safari,Windows, Windows 11, Lenovo ThinkPad T14s,[''],AutoAvenue_CZ_broad,paid_social,youtube_ads
Safari (in-app),Windows, Windows 10, Lenovo Yoga C940,PetParty_AG_performance,paid_display,meta_ads_display
Samsung Internet,Android, Android 10, Samsung Galaxy Note 10,JewelryJunction_KN_broad,direct,direct
Chrome,macOS, macOS Catalina, MacBook Pro (13-inch 2019),AdventureAtlas_JM_performance,paid_social,meta_ads_shopping
Samsung Internet,Windows, Windows 10, Asus ZenBook 13,SportsSensation_FJ_performance,paid_search,google_ads_brand
Safari (in-app),Windows, Windows 10, Lenovo ThinkPad X1 Carbon,HealthHub_PN_buying,paid_display,meta_ads_display
Samsung Internet,Android, Android 11, Samsung Galaxy A71,HealthHaven_SV_broad,organic,search
Chrome,Android, Android 10, Samsung Galaxy A50,CraftCarnival_TV_broad,paid_social,meta_ads_awareness
Firefox,Windows, Windows 10, Surface Pro 7,PetPalace_PM_buying,paid_display,meta_ads_display
Firefox,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),AdventureArchipelago_BL_buying,paid_social,x_ads
Opera,Android, Android 11, OnePlus 9,GadgetGalore_RU_broad,paid_search,google_ads_brand
Safari,macOS, macOS Catalina, MacBook Pro (15-inch 2019),BeautyBoulevard_PG_buying,paid_social,meta_ads_awareness
Edge,Android, Android 8, LG G7 ThinQ,UrbanUniverse_MS_broad,paid_social,pinterest_ads
Chrome,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),UrbanUniverse_NI_broad,paid_social,youtube_ads
Firefox,Android, Android 12, Samsung Galaxy A52,GourmetGrove_MQ_buying,paid_social,meta_ads_awareness
Safari (in-app),iOS, iOS 14.6, iPad Pro 12.9,VintageVoyage_DM_broad,paid_search,google_ads_brand
Firefox,macOS, macOS Catalina, iMac (21.5-inch 2019),TechTrove_VU_broad,paid_search,google_ads_shopping
Samsung Internet,Android, Android 12, OnePlus 9 Pro,AdventureAtlas_SH_performance,paid_search,google_ads_brand
Chrome,Android, Android 7, Samsung Galaxy S7,EcoExhibit_GR_performance,organic,search
Samsung Internet,Android, Android 7, Samsung Galaxy S7 Edge,GadgetGrove_WS_broad,paid_display,google_ads_display
Firefox,Windows, Windows 10, Lenovo ThinkPad P1,FoodFestival_TV_performance,organic,search
Safari (in-app),Android, Android 9, Samsung Galaxy S9,GourmetGrove_BO_broad,paid_social,youtube_ads
Safari (in-app),macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),BeautyBoulevard_MQ_buying,paid_social,youtube_ads
Samsung Internet,macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),WellnessWorld_EC_performance,paid_social,meta_ads_awareness
Chrome,iOS, iOS 14.7, iPad Air 4th Gen,KidsKingdom_AR_broad,paid_retargeting,google_ads_retargeting
Opera,Windows, Windows 10, Dell Vostro 15 7500,AutoAvenue_CZ_broad,paid_social,meta_ads_shopping
Firefox,Windows, Windows 10, Asus VivoBook Flip 14,ToyTemple_FK_broad,paid_display,meta_ads_display
Firefox,Android, Android 6, Moto G4,SportsSpectacle_PA_broad,direct,direct
Samsung Internet,Windows, Windows 11, Dell Inspiron 14 5000,NatureNiche_HN_buying,paid_search,google_ads_brand
Edge,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),LuxuryLobby_JM_performance,paid_social,linkedin_ads
Opera,macOS, macOS Catalina, MacBook Pro (13-inch 2019),HealthHaven_SV_broad,paid_search,google_ads_brand
Safari (in-app),Android, Android 6, Moto G4,VintageVault_TF_buying,paid_social,meta_ads_awareness
Firefox,macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),SportsSensation_FJ_performance,direct,direct
Edge,Android, Android 11, Samsung Galaxy S20 Ultra,WellnessWorld_EC_performance,paid_social,youtube_ads
Opera,Windows, Windows 10, Dell Vostro 15 7500,TechTemple_UM_performance,paid_social,youtube_ads
Safari (in-app),Android, Android 8, Samsung Galaxy S8,TechTrends_UY_buying,paid_display,meta_ads_display
Safari,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),ArtAlchemy_VC_performance,paid_social,meta_ads_awareness
Safari,Android, Android 6, Moto G4,TravelTrove_DG_performance,paid_display,google_ads_display
Firefox,Android, Android 8, Samsung Galaxy S8+,SportsSpectacle_PA_broad,paid_social,meta_ads_shopping
Chrome,Windows, Windows 11, Lenovo ThinkPad T14s,[''],LuxuryLounge_NL_broad,paid_social,meta_ads_awareness
Safari,Android, Android 12, Samsung Galaxy A52,SportsSensation_BL_broad,paid_social,meta_ads_shopping
Opera,Android, Android 10, Samsung Galaxy A50,JewelryJunction_SH_performance,paid_retargeting,google_ads_retargeting
Edge,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],FashionWeek_IT_performance,organic,search
Chrome,Android, Android 9, Samsung Galaxy Note 9,VintageVault_PT_buying,paid_social,linkedin_ads
Safari,Android, Android 11, Samsung Galaxy Tab S7,GadgetGrove_CR_buying,paid_search,google_ads_shopping
Chrome,Android, Android 10, Samsung Galaxy Note 10,GadgetGrove_AI_buying,paid_social,linkedin_ads
Chrome,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),TravelTreasures_CL_performance,direct,direct
Safari (in-app),Windows, Windows 11, Lenovo ThinkPad T14s,[''],GourmetGala_MH_performance,paid_social,x_ads
Opera,macOS, macOS Catalina, iMac Pro (2019),TravelTrove_PY_buying,paid_search,google_ads_shopping
Edge,Windows, Windows 10, Dell Vostro 15 7500,LuxuryLobby_HT_performance,paid_display,meta_ads_display
Chrome,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),ToyTemple_FK_broad,organic,search
Opera,Windows, Windows 10, Asus ROG Strix Scar 15,HealthHive_WS_performance,organic,search
Chrome,Windows, Windows 11, Lenovo IdeaPad Flex 5,FoodFiesta_MX_buying,paid_display,google_ads_display
Safari (in-app),Windows, Windows 10, Lenovo Legion Y540,HealthHaven_SV_broad,paid_retargeting,meta_ads_retargeting
Chrome,Android, Android 11, Samsung Galaxy S20 Ultra,ArtAtrium_BM_buying,paid_retargeting,meta_ads_retargeting
Safari,Android, Android 9, Samsung Galaxy S9,AdventureArena_CH_buying,paid_retargeting,meta_ads_retargeting
Firefox,Windows, Windows 11, Dell Inspiron 14 5000,FoodFusion_AG_broad,paid_search,google_ads_brand
Samsung Internet,macOS, macOS Catalina, MacBook Pro (16-inch 2019),CraftCarnival_TV_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),macOS, macOS Catalina, MacBook Pro (13-inch 2019),BeautyBoulevard_NR_broad,paid_retargeting,meta_ads_retargeting
Safari,macOS, macOS High Sierra," MacBook Pro 15""",SportsMania_BR_broad,paid_social,x_ads
Firefox,macOS, macOS Catalina," MacBook Pro 13""",GadgetGrove_WS_broad,paid_retargeting,google_ads_retargeting
Opera,Android, Android 7, Samsung Galaxy S7 Edge,LuxuryLobby_JM_performance,paid_retargeting,google_ads_retargeting
Chrome,macOS, macOS Monterey, iMac Pro (2021),[''],GadgetGrove_CR_buying,direct,direct
Edge,Windows, Windows 11, Asus ROG Flow X13,FashionFiesta_FM_broad,paid_social,x_ads
Samsung Internet,Windows, Windows 11, Lenovo IdeaPad Flex 5,AdventureAtlas_CX_broad,paid_social,pinterest_ads
Firefox,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,GourmetGrove_MQ_buying,organic,search
Chrome,macOS, macOS Big Sur, MacBook Air,KidsKarnival_PA_performance,paid_search,google_ads_brand
Firefox,Android, Android 7, HTC U11,SportsSpectacle_PA_broad,paid_social,pinterest_ads
Chrome,Windows, Windows 10, Asus ROG Strix Scar 15,MovieMania_AT_broad,paid_search,google_ads_shopping
Opera,Android, Android 9, Samsung Galaxy S9,UrbanUniverse_NI_broad,paid_social,youtube_ads
Edge,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],HealthHaven_GD_broad,paid_social,meta_ads_shopping
Firefox,Windows, Windows 10, Asus ROG Strix Scar 15,ArtAuction_BE_broad,organic,search
Safari (in-app),Android, Android 10, Samsung Galaxy A50,HomeDecorSale_CN_buying,paid_social,meta_ads_awareness
Firefox,Windows, Windows 10, Lenovo Yoga C940,MusicMystique_KN_buying,paid_display,google_ads_display
Opera,macOS, macOS Big Sur, iMac (2020),TechTemple_UM_performance,paid_social,youtube_ads
Samsung Internet,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),HealthHub_HU_buying,paid_social,linkedin_ads
Safari (in-app),Windows, Windows 10, Lenovo Yoga C940,FoodFusion_AI_performance,paid_social,meta_ads_awareness
Safari,Android, Android 8, Samsung Galaxy S8+,NatureNiche_HN_buying,paid_social,linkedin_ads
Safari,iOS, iOS 14.5, iPhone SE (2nd),ToyTemple_DM_buying,paid_retargeting,google_ads_retargeting
Safari,Android, Android 9, Samsung Galaxy S9,NatureNest_IC_performance,paid_display,meta_ads_display
Edge,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),GourmetGala_MH_performance,paid_search,google_ads_brand
